"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3100000","2009310010907500001","2009-09-21","","01","영업/정상","1","정상영업","","","","","02-948-2100","12287","139-726","서울특별시 노원구 중계2.3동 509번지 2001아울렛","서울특별시 노원구 동일로204가길 46 (중계동)","139-726","이천일아울렛 중계점","2024-11-22 09:16:18","U","2024-11-25 02:40:00.0","복합쇼핑몰","205931.05327036     ","459884.197207567    ","대규모점포"
"3100000","2024310018407500002","2024-10-18","","01","영업/정상","1","정상영업","","","","","02-2006-2364","294.21","","서울특별시 노원구 상계동 453-2 1층","서울특별시 노원구 한글비석로 452, 1층 (상계동)","01656","GS THE FRESH 노원비석로점","2025-05-21 09:41:44","U","2024-12-04 22:03:00.0","구분없음","205914.462686563","462406.850661648",""
"3100000","1999310009607500002","2001-12-07","","01","영업/정상","1","정상영업","","","","","02-986-2080","12840","139-926","서울특별시 노원구 중계동 509번지 2호","서울특별시 노원구 동일로204가길 12 (중계동)","139-926","홈플러스(주) 중계점","2024-03-19 08:55:44","U","2024-03-21 02:40:00.0","복합쇼핑몰","205985.953324881    ","459730.43776924     ","대규모점포"
"3100000","2004310009607500001","2004-02-26","","01","영업/정상","1","정상영업","","","","","02-933-8517","1615.8","","서울특별시 노원구 상계동 1258 희성오피앙","서울특별시 노원구 동일로 1701 (상계동, 희성오피앙)","01604","오피앙","2024-06-19 14:03:15","U","2024-06-21 02:40:00.0","그 밖의 대규모점포","204772.500639238    ","464208.305428933    ","대규모점포"
"3100000","2004310009607500002","2004-09-06","","01","영업/정상","1","정상영업","","","","","02-380-9396","38200.14","","서울특별시 노원구 월계동 333번지 1호","서울특별시 노원구 마들로3길 15 (월계동, 월계이마트)","139-842","이마트타운 월계점","2024-04-16 17:49:11","U","2024-04-18 02:40:00.0","쇼핑센터","205391.070378059    ","458333.989216339    ","대규모점포"
"3100000","2004310009607500003","2004-12-13","","01","영업/정상","1","정상영업","","","","","0220922500","10479","","서울특별시 노원구 중계동 517호","서울특별시 노원구 노원로 330 (중계동, 롯데마트)","139-920","롯데마트 중계점","2022-05-25 21:39:46","U","2022-05-27 02:40:00.0","복합쇼핑몰","206132.432496938    ","460549.311157153    ","대규모점포"
"3100000","2005310009607500005","2005-12-02","","01","영업/정상","1","정상영업","","","","","950-6666","9769.24","139-816","서울특별시 노원구 상계동 292번지 1호","서울특별시 노원구 노해로 507 (상계동)","139-816","와우패션클럽","2024-10-28 09:09:43","U","2024-10-30 02:40:00.0","복합쇼핑몰","205557.013355638    ","461441.687971047    ","대규모점포"
"3100000","2007310010907500001","2007-04-19","","01","영업/정상","1","정상영업","","","","","02 9719000","10292","","서울특별시 노원구 중계동 506번지 1   호","","","건영옴니백화점","2015-03-25 10:23:13","I","2018-08-31 23:59:59.0","백화점","205645.891969072    ","459609.012509743    ","대규모점포"
"3100000","2010310010907500001","2010-07-09","","01","영업/정상","1","정상영업","","","","","02-936-9006","4572.81","139-816","서울특별시 노원구 상계동 1318번지","서울특별시 노원구 상계로23다길 13-8 (상계동)","139-816","노원아이파크 상가","2014-10-28 14:37:30","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","206033.023278317    ","461935.33920381     ","대규모점포"
"3100000","1996310018407500001","1996-09-18","","01","영업/정상","1","정상영업","","","","","937-0070","0","","서울특별시 노원구 중계동 364번지 17호 유경데파트","서울특별시 노원구 한글비석로 232 (중계동, 유경데파트)","01734","유경데파트","2021-12-31 09:18:45","U","2022-01-02 02:40:00.0","그 밖의 대규모점포","206719.586259379    ","460669.836412326    ","대규모점포"
"3100000","1997310018407500001","1997-11-20","","01","영업/정상","1","정상영업","","","","","02-972-2027","5869.69","","","서울특별시 노원구 동일로180길 14 (공릉동, 공릉종합상가)","139-807","공릉종합상가","2022-01-14 14:38:53","U","2022-01-16 02:40:00.0","그 밖의 대규모점포","206578.976039388    ","457736.364674901    ","대규모점포"
"3100000","1998310009607500001","1998-12-31","","01","영업/정상","1","정상영업","","","","","029314825","7863.67","139-748","서울특별시 노원구 상계동 173번지","서울특별시 노원구 한글비석로 396 (상계동)","139-748","상계역전종합상가","2024-06-19 13:56:36","U","2024-06-21 02:40:00.0","쇼핑센터","206280.789903642    ","462002.498987713    ","대규모점포"
"3100000","2004310018407500002","2004-06-01","","01","영업/정상","1","정상영업","","","","","930-8546","1089.67","139-860","서울특별시 노원구 중계동 360번지 2호","서울특별시 노원구 중계로 225 (중계동)","139-860","홈플러스(주)익스프레스 중계점","2024-08-06 10:03:05","U","2024-08-08 02:40:00.0","구분없음","206490.247358174    ","460830.615360327    ","준대규모점포"
"3100000","1999310009607500012","1999-12-29","","02","휴업","2","휴업처리","","","","","02 9502500","23654","","서울특별시 노원구 상계동 713호   ","","","롯데백화점 상계점","2007-06-30 10:05:38","I","2018-08-31 23:59:59.0","백화점","205320.28476675     ","461419.881795004    ",""
"3100000","2002310009607500001","2002-11-14","","02","휴업","2","휴업처리","","","","","02 9859000","10209","","서울특별시 노원구 하계동 284호   ","","","세이브존","2007-06-30 10:05:38","I","2018-08-31 23:59:59.0","대형마트","205994.811815848    ","459502.645279682    ",""
"3100000","2005310009607500001","2005-03-29","","02","휴업","2","휴업처리","","","","","0220921234","16179.91","","서울특별시 노원구 월계동 333번지 1호   ","","","신세계 이마트 월계덤","2010-04-12 17:17:02","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205391.070378059    ","458333.989216339    ",""
"3100000","2005310009607500002","2005-03-29","","02","휴업","2","휴업처리","","2010-04-13","2015-04-30","","0220921234","16179.91","","서울특별시 노원구 월계동 333번지 1호","","","신세계 이마트 월계점","2010-04-13 10:49:49","I","2018-08-31 23:59:59.0","대형마트","205391.070378059    ","458333.989216339    ",""
"3100000","2011310018407500001","2011-06-21","","01","영업/정상","1","정상영업","","","","","2091-0011","1505.36","139-826","서울특별시 노원구 상계동 684번지","서울특별시 노원구 한글비석로 471 (상계동)","139-826","(주)지에스리테일 GS수퍼상계점","2025-05-21 09:44:13","U","2024-12-04 22:03:00.0","구분없음","205715.538939251","462416.211580109",""
"3100000","2024310018407500001","2024-01-02","","01","영업/정상","1","정상영업","","","","","","158.34","","서울특별시 노원구 상계동 95-3","서울특별시 노원구 덕릉로 753, 노원롯데캐슬시그니처아파트 근린생활시설 2동 16,17호 (상계동)","01640","GS THE FRESH 노원캐슬점","2025-04-23 08:57:38","U","2024-12-03 22:05:00.0","구분없음","206799.020098051","462509.638445514",""
"3100000","2011310018407500002","2011-06-21","","01","영업/정상","1","정상영업","","","","","02-971-5601","397.7","","서울특별시 노원구 공릉동 238번지 53호","서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)","01819","롯데쇼핑(주) 롯데슈퍼공릉점","2025-05-02 20:57:10","U","2024-12-05 00:04:00.0","구분없음","206952.444113646","457814.529614419",""
"3100000","2005310009607500003","2005-05-27","","02","휴업","2","휴업처리","","","","","02  9859000","10209","","서울특별시 노원구 하계동 284호   ","","","세이브존","2007-06-30 10:05:38","I","2018-08-31 23:59:59.0","대형마트","205994.811815848    ","459502.645279682    ",""
"3100000","1972310009607500001","1972-12-07","","02","휴업","2","휴업처리","","","","","","3137","","서울특별시 노원구 상계동 389번지 234호   ","","","상계중앙시장","2007-06-30 10:05:38","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3100000","2004310018407500001","2004-01-02","","03","폐업","3","폐업처리","2016-03-31","","","","972-8793","1046.96","139-800","서울특별시 노원구 공릉동 90번지 4호","서울특별시 노원구 노원로 3 (공릉동)","139-800","(주)지에스리테일  공릉점","2016-04-12 13:43:36","I","2018-08-31 23:59:59.0","구분없음","207577.515810212    ","457741.465197875    ","준대규모점포"
"3100000","2011310018407500003","2011-06-21","","03","폐업","3","폐업처리","2011-07-19","","","","69333041","515.6","139-202","서울특별시 노원구 상계2동 1318번지 노원아이파크 지하1층","","","(주)지에스리테일 GS수퍼상계중앙점","2011-12-28 11:16:03","I","2018-08-31 23:59:59.0","대형마트","206033.023278317    ","461935.33920381     ","준대규모점포"
"3110000","2001311008807500001","1960-02-16","","01","영업/정상","1","정상영업","","","","","02 3025798","","","서울특별시 은평구 수색동 205번지 21  호   ","","","수일시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2005311009907500002","2005-09-01","","01","영업/정상","1","정상영업","","","","","02  350 7032","9350.53","","서울특별시 은평구 대조동 240호","서울특별시 은평구 불광로 20 (대조동)","","팜스퀘어","2014-10-14 20:16:34","I","2018-08-31 23:59:59.0","쇼핑센터","193661.732383169    ","456379.193899276    ","대규모점포"
"3110000","2007311011107500001","2007-04-11","","01","영업/정상","1","정상영업","","","","","02-3417-2001","16972.65","","서울특별시 은평구 대조동 240호","서울특별시 은평구 불광로 20 (대조동)","","엔씨백화점 불광점","2024-11-25 09:02:24","U","2024-11-27 02:40:00.0","쇼핑센터","193661.732383169    ","456379.193899276    ","대규모점포"
"3110000","2001311008807500011","1972-11-13","","01","영업/정상","1","정상영업","","","","","02 3026729","","","서울특별시 은평구 응암동 300번지 11 호   ","","","양지시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500012","1975-03-04","","01","영업/정상","1","정상영업","","","","","02 3592840","2367.26","","서울특별시 은평구 불광동 310번지 131 호","서울특별시 은평구 통일로 850 (불광동)","122-860","연서시장","2021-01-12 09:22:42","U","2021-01-14 02:40:00.0","그 밖의 대규모점포","193042.519283201    ","457459.367971725    ","대규모점포"
"3110000","2001311008807500007","1970-09-12","","01","영업/정상","1","정상영업","","","","","02-355-0727","649","","서울특별시 은평구 응암동 427번지 126호","서울특별시 은평구 응암로 252 (응암동)","","응암시장","2021-12-16 18:26:52","U","2021-12-18 02:40:00.0","그 밖의 대규모점포","192738.381117433    ","454678.898500315    ","대규모점포"
"3110000","2001311008807500009","1970-12-24","","01","영업/정상","1","정상영업","","","","","02-3157-1566","3887.79","","서울특별시 은평구 불광동 631번지 1호","서울특별시 은평구 불광로 90-0 (불광동)","","대호프라자상가","2025-02-17 17:39:19","U","2025-02-19 02:40:00.0","복합쇼핑몰","194002.701726955    ","456937.542510222    ","대규모점포"
"3110000","2001311008807500015","1988-11-23","","01","영업/정상","1","정상영업","","","","","02 3572440","","","서울특별시 은평구 불광동 248호   ","서울특별시 은평구 통일로 780 (불광동)","","불광미성상가","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","193600.888431741    ","456957.233580498    ",""
"3110000","2012311013107500005","2012-02-06","","01","영업/정상","1","정상영업","","","","","02-352-8546","189.1","122-881","서울특별시 은평구 신사1동 20번지 7호","서울특별시 은평구 갈현로 10 (신사동)","","홈플러스(주)익스프레스 신사점","2024-03-27 14:55:29","U","2024-03-29 02:40:00.0","그 밖의 대규모점포","192012.208564616    ","455177.704494531    ","준대규모점포"
"3110000","2012311013107500007","2012-03-23","","01","영업/정상","1","정상영업","","","","","02-359-8547","246.18","122-816","서울특별시 은평구 갈현2동 527번지 13호","서울특별시 은평구 서오릉로 222 (갈현동)","122-816","홈플러스 익스프레스 갈현점","2021-04-30 14:23:03","U","2021-05-02 02:40:00.0","그 밖의 대규모점포","191953.940215578    ","456960.687756827    ","준대규모점포"
"3110000","2001311008807500016","1991-04-18","","01","영업/정상","1","정상영업","","","","","02-385-0224","6172.36","","서울특별시 은평구 불광동 308번지 1   호","서울특별시 은평구 통일로 842 (불광동)","","범서쇼핑","2014-10-08 11:26:16","I","2018-08-31 23:59:59.0","쇼핑센터","193035.279146132    ","457365.911737494    ","대규모점포"
"3110000","2001311008807500018","1984-08-06","","01","영업/정상","1","정상영업","","","","","02 3555654","","","서울특별시 은평구 구산동 182번지 6  호   ","","","현대화유통기업(주)","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","대형마트","","",""
"3110000","2001311008807500019","1995-09-20","","01","영업/정상","1","정상영업","","","","","02 3854902","","","서울특별시 은평구 진관내동 500번지 2  호   ","","","(주)미소종합유통","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","대형마트","","",""
"3110000","2002311008807500001","2002-04-09","","01","영업/정상","1","정상영업","","","","","02-389-1100","5042.9","","서울특별시 은평구 불광동 311번지 13호","서울특별시 은평구 통일로 856 (불광동)","","메트로","2014-10-14 09:06:06","I","2018-08-31 23:59:59.0","쇼핑센터","192998.202204135    ","457479.99522553     ","대규모점포"
"3110000","2012311013107500008","2012-03-20","","01","영업/정상","1","정상영업","","","","","02  22905853","191.9","122-896","서울특별시 은평구 역촌동 17번지 1호","서울특별시 은평구 진흥로 103 (역촌동)","122-896","롯데쇼핑(주) 롯데슈퍼 역촌점","2025-04-22 15:33:23","U","2024-12-03 22:04:00.0","그 밖의 대규모점포","193083.765685506","455978.010581693",""
"3110000","2016311013107500001","2016-04-27","","01","영업/정상","1","정상영업","","","","","02-6975-5901","57505","","서울특별시 은평구 진관동 79번지 15호","서울특별시 은평구 통일로 1050 (진관동, 롯데몰은평점)","03306","롯데몰 은평","2022-05-23 16:29:49","U","2022-05-25 02:40:00.0","쇼핑센터","192694.92374224     ","459461.236119623    ","대규모점포"
"3110000","2009311013107500001","2009-09-28","","01","영업/정상","1","정상영업","","","","","02  69431052","6881.2","122-090","서울특별시 은평구 수색동 75번지","서울특별시 은평구 수색로 217 (수색동)","","(주)이마트 수색점","2024-04-16 13:24:14","U","2024-04-18 02:40:00.0","대형마트","190977.850603548    ","453037.787995874    ","대규모점포"
"3110000","2010311013107500001","2001-10-31","","01","영업/정상","1","정상영업","","","","","02-380-1054","16105.48","122-010","서울특별시 은평구 응암동 90번지 1호","서울특별시 은평구 은평로 111 (응암동)","","(주)이마트 은평점","2024-04-16 13:18:26","U","2024-04-18 02:40:00.0","대형마트","192882.837727443    ","455340.54056388     ","대규모점포"
"3110000","2011311013107500001","2009-11-05","","01","영업/정상","1","정상영업","","","","","02 359 6466","3003.51","122-070","서울특별시 은평구 역촌동 31번지 6호","서울특별시 은평구 진흥로1길 28 (역촌동)","122-897","서부종합시장","2022-12-22 14:37:32","U","2022-12-24 02:40:00.0","그 밖의 대규모점포","192773.974598512    ","455630.884111772    ","대규모점포"
"3110000","2011311013107500002","2011-07-25","","01","영업/정상","1","정상영업","","","","","02-358-8546","510","122-819","서울특별시 은평구 구산동 1번지 24호","서울특별시 은평구 서오릉로 145 (구산동)","","홈플러스(주)익스프레스구산점","2024-03-27 14:52:31","U","2024-03-29 02:40:00.0","그 밖의 대규모점포","192563.874496397    ","456570.084566278    ","준대규모점포"
"3110000","2011311013107500003","2011-08-11","","01","영업/정상","1","정상영업","","","","","02  386 8547","272","122-923","서울특별시 은평구 응암3동 124번지 17호","서울특별시 은평구 응암로 247 (응암동)","122-923","홈플러스(주)익스프레스응암점","2024-03-27 14:50:40","U","2024-03-29 02:40:00.0","그 밖의 대규모점포","192674.132684249    ","454664.166810326    ","준대규모점포"
"3110000","2012311013107500002","2011-12-19","","01","영업/정상","1","정상영업","","","","","02-356-8545","200.9","122-856","서울특별시 은평구 불광1동 239번지 9호","서울특별시 은평구 불광로 121 (불광동)","122-856","홈플러스(주)익스프레스 불광점","2024-03-27 14:01:00","U","2024-03-29 02:40:00.0","그 밖의 대규모점포","194003.88391829     ","457260.736492005    ","준대규모점포"
"3110000","2001311008807500004","1968-10-14","","02","휴업","2","휴업처리","","","","","02 3599323","0","","서울특별시 은평구 진관외동 424번지 1호   ","","","진관시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500013","2003-07-22","","02","휴업","2","휴업처리","","","","","02 3735990","0","","서울특별시 은평구 증산동 184번지 9호   ","서울특별시 은평구 증산로3길 12 (증산동)","","증산시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","191545.050373675    ","453244.229758597    ",""
"3110000","2001311008807500014","1979-06-05","","02","휴업","2","휴업처리","","","","","02 3021668","","","서울특별시 은평구 응암동 300번지 10 호   ","","","대림시장","2011-05-04 10:31:38","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500020","2001-11-01","","02","휴업","2","휴업처리","","","","","02 34845153","10966.73","","서울특별시 은평구 응암동 90번지 1호   ","서울특별시 은평구 은평로 111 (응암동)","","신세계이마트 은평점","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","대형마트","192882.837727443    ","455340.54056388     ",""
"3110000","2004311009907500001","2001-11-01","","02","휴업","2","휴업처리","","","","","02 34845153","0","","서울특별시 은평구 응암동 90번지 1호   ","서울특별시 은평구 은평로 111 (응암동)","","신세계이마트 은평점","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","대형마트","192882.837727443    ","455340.54056388     ",""
"3110000","2005311009907500001","2005-07-15","","02","휴업","2","휴업처리","","","","","02352 8325","2776.5","","서울특별시 은평구 대조동 14번지 24호   ","","","불광시장(법인, 대표자, 관리자변경)","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500003","1965-05-31","","03","폐업","3","폐업처리","2018-04-17","","","","02 3868773","0","","서울특별시 은평구 갈현동 424번지 16 호","서울특별시 은평구 갈현로 300 (갈현동)","","갈현시장","2018-04-17 17:49:39","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192640.605262496    ","457921.381332144    ","대규모점포"
"3110000","2001311008807500006","1966-12-07","","03","폐업","3","폐업처리","2017-04-04","","","","1111111","0","","서울특별시 은평구 응암동 74번지 7 호","","","녹번시장","2017-04-05 10:58:55","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","193793.666788377    ","455366.047017379    ","대규모점포"
"3110000","2001311008807500008","2022-04-04","","03","폐업","3","폐업처리","2022-04-05","","","","02-352-8040","3417.4","","서울특별시 은평구 갈현동 467번지 1호","서울특별시 은평구 연서로17길 18-6 (갈현동)","","역촌중앙시장","2022-04-11 13:10:32","U","2022-04-13 02:40:00.0","그 밖의 대규모점포","192534.656897366    ","456773.714884876    ","대규모점포"
"3110000","2001311008807500010","1971-09-23","","03","폐업","3","폐업처리","2009-10-26","","","","02 3596466","0","","서울특별시 은평구 역촌동 31-6 아그네스 풍림아이원","서울특별시 은평구 진흥로1길 28(역촌동, 아그네스 풍림아이원)","03405","서부종합시장","2022-12-22 14:27:34","U","2022-12-24 02:40:00.0","시장","192773.974598512    ","455630.884111772    ","대규모점포"
"3110000","2011311013107500004","2011-09-20","","03","폐업","3","폐업처리","2012-10-04","","","","0222753651","685.45","122-870","서울특별시 은평구 불광1동 554번지 1호","서울특별시 은평구 불광로 60 (불광동)","","(주)이마트 에브리데이 불광동점","2012-10-05 15:52:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","193936.125681025    ","456673.805557751    ","준대규모점포"
"3110000","2024311021707500001","2024-05-01","","01","영업/정상","1","정상영업","","","","","","186.21","","서울특별시 은평구 신사동 228-5","서울특별시 은평구 가좌로 331, 1층 (신사동)","03440","GS THE FRESH 은평가좌점","2025-04-22 15:15:21","U","2024-12-03 22:04:00.0","구분없음","191844.913712646","454908.495429711",""
"3110000","2012311013107500003","2011-09-16","","03","폐업","3","폐업처리","2017-06-30","","","","02-388-5601","434.1","122-959","서울특별시 은평구 갈현2동 456번지 27호","서울특별시 은평구 연서로 215 (갈현동)","122-959","롯데쇼핑(주)롯데슈퍼갈현점","2017-07-31 09:17:13","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192809.366974137    ","457275.285596868    ","준대규모점포"
"3110000","2012311013107500004","2011-09-16","","03","폐업","3","폐업처리","2016-09-28","","","","352-5601","255.8","122-808","서울특별시 은평구 갈현1동 395번지 6호","서울특별시 은평구 통일로 867 (갈현동)","","롯데쇼핑(주)롯데슈퍼연신내점","2016-09-28 16:27:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192859.341264055    ","457545.793599332    ","준대규모점포"
"3110000","2012311013107500006","2012-03-21","","03","폐업","3","폐업처리","2021-01-21","","","","02  383 8546","330","122-895","서울특별시 은평구 역촌동 14번지 7호","서울특별시 은평구 서오릉로 95 (역촌동)","122-895","홈플러스(주) 익스프레스 역촌점","2021-01-25 13:31:27","U","2021-01-27 02:40:00.0","그 밖의 대규모점포","192920.728012559    ","456218.215950436    ","준대규모점포"
"3110000","2001311008807500002","1963-05-27","","01","영업/정상","BBBB","","","","","","02 3855071","","","서울특별시 은평구 대조동 14번지 37  호   ","","","대조시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500005","1970-01-23","","01","영업/정상","BBBB","","","","","","02 3557450","","","서울특별시 은평구 대조동 14번지 24호   ","","","불광시장(주)","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3120000","1970312009307500001","1970-08-14","","01","영업/정상","1","정상영업","","","","","02-3216-9393","6606","120-857","서울특별시 서대문구 홍제3동 294번지 6호","서울특별시 통일로 484 (유진상가)","120-760","유진상가","2024-12-03 20:58:02","U","2024-12-05 02:40:00.0","시장","194811.756333333    ","454300.739666667    ","대규모점포"
"3120000","1987312009307500001","1987-10-24","","01","영업/정상","1","정상영업","","","","","02-373-7571","1100","","서울특별시 서대문구 남가좌동 290번지 2   호","서울특별시 서대문구 수색로2길 45 (남가좌동)","","모래내시장(주)","2009-04-03 17:09:28","I","2018-08-31 23:59:59.0","시장","192503.128282531    ","452051.272452155    ",""
"3120000","1987312009307500002","1987-10-24","","01","영업/정상","1","정상영업","","","","","373-4914","1850","","","서울특별시 서대문구 수색로2길 47 (남가좌동)","120-805","서중시장","2012-03-30 10:14:18","I","2018-08-31 23:59:59.0","시장","","","대규모점포"
"3120000","1992312010707500001","1992-11-19","","01","영업/정상","1","정상영업","","","","","02-3145-3154","35471.76","120-834","서울특별시 서대문구 창천동 30번지 33호","서울특별시 서대문구 신촌로 83 (창천동)","","현대백화점 신촌점","2024-05-23 10:21:58","U","2024-05-25 02:40:00.0","백화점","194265.067639805    ","450433.691021245    ","대규모점포"
"3120000","2006312009307500001","2006-09-19","","01","영업/정상","1","정상영업","","","","","02-2124-2148","13436.59","","서울특별시 서대문구 신촌동 74번지 12  호","서울특별시 서대문구 신촌역로 30 (신촌동)","","신촌 밀리오레","2008-02-11 14:26:13","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","194798.458435966    ","450837.051726331    ",""
"3120000","2007312010707500001","2007-08-09","","01","영업/정상","1","정상영업","","","","","02-6373-7009","14133.01","120-808","서울특별시 서대문구 대현동 145번지","서울특별시 서대문구 이화여대1길 10 (대현동)","","예스에이피엠","2008-09-18 17:17:57","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","195063.820722531    ","450597.874088644    ",""
"3120000","2011312014507500001","1999-04-29","","01","영업/정상","1","정상영업","","","","","8348900","3305","120-110","서울특별시 서대문구 연희동 131번지 1호","서울특별시 서대문구 연희맛로 23 (연희동)","","연희슈퍼마켓","2017-10-31 16:46:32","I","2018-08-31 23:59:59.0","시장","193716.339877929    ","451653.563671802    ","대규모점포"
"3120000","2013312014507500001","2013-06-16","","01","영업/정상","1","정상영업","","","","2007-06-28","302-8023","232.7","120-130","서울특별시 서대문구 북가좌동 279번지 11호","서울특별시 서대문구 응암로 112 (북가좌동)","","홈플러스(주) 익스프레스 북가좌점","2024-03-20 08:28:21","U","2024-03-22 02:40:00.0","구분없음","192301.135452392    ","453354.065487403    ","준대규모점포"
"3120000","2018312018307500004","2018-04-12","","01","영업/정상","1","정상영업","","","","","02-2290-5704","0","","서울특별시 서대문구 홍제동 294번지 46호 유진상가","서울특별시 서대문구 통일로 484, 유진상가 (홍제동)","03628","롯데슈퍼 유진점(X)","2022-08-30 10:27:10","U","2022-09-01 02:40:00.0","구분없음","194850.361025035    ","454344.432517428    ","준대규모점포"
"3120000","2018312018307500001","2012-02-07","","01","영업/정상","1","정상영업","","","","","02-739-6780","1573","","서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스","서울특별시 서대문구 통일로 397, 지4층 (홍제동, 인왕산 한신휴플러스)","03730","롯데슈퍼 홍제2점","2024-12-03 21:05:39","U","2024-12-05 02:40:00.0","구분없음","195281.395461663    ","453657.534811024    ","준대규모점포"
"3120000","2018312018307500002","2011-07-01","","01","영업/정상","1","정상영업","","","","","02-395-3674","2040","","서울특별시 서대문구 홍제동 294번지 46호 유진상가","서울특별시 서대문구 통일로 484, 유진상가 1층 (홍제동)","03628","롯데슈퍼 유진점","2024-12-03 21:02:51","U","2024-12-05 02:40:00.0","구분없음","194850.361025035    ","454344.432517428    ","준대규모점포"
"3220000","2001322008307500018","1992-12-26","","03","폐업","3","폐업처리","2021-05-13","","","","02 4591567","0","","서울특별시 강남구 수서동 707호","서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)","135-783","수서종합상가","2021-05-13 14:52:55","U","2021-05-15 02:40:00.0","그 밖의 대규모점포","208789.626026494    ","443219.258555294    ","대규모점포"
"3120000","2012312018307500002","2012-03-26","","01","영업/정상","1","정상영업","","","","","02-376-4397","1273.2","","","서울특별시 서대문구 응암로 54 (북가좌동)","120-813","(주)GS리테일 북가좌점","2025-04-25 13:14:46","U","2024-12-03 22:07:00.0","복합쇼핑몰","192000.945942229","452848.009128439",""
"3120000","2022312019207500001","2022-04-05","","01","영업/정상","1","정상영업","","","","","02-380-5042","998.27","","서울특별시 서대문구 남가좌동 50-3 명지대학교","서울특별시 서대문구 거북골로 34, 명지대학교 (남가좌동)","03674","이마트에브리데이 명지대점","2024-08-22 17:49:07","U","2024-08-24 02:40:00.0","구분없음","193139.52394401     ","453106.002592232    ","준대규모점포"
"3120000","2024312021907500003","2024-07-25","","01","영업/정상","1","정상영업","","","","","02-304-4025","7391.45","","서울특별시 서대문구 남가좌동 396 DMC금호리첸시아","서울특별시 서대문구 수색로2길 39, B1,1,2층 (남가좌동, DMC금호리첸시아)","03712","DMC금호리첸시아몰","2024-07-26 11:58:21","I","2024-07-28 00:14:06.0","그 밖의 대규모점포","192482.416512858    ","452143.491541077    ","대규모점포"
"3120000","2021312019207500003","2021-12-20","","01","영업/정상","1","정상영업","","","","","02-373-5601","178.5","","서울특별시 서대문구 홍은동 400-12","서울특별시 서대문구 가좌로 99(홍은동)","03675","롯데프레시 홍은점","2023-08-25 17:54:37","U","2023-08-27 02:40:00.0","구분없음","193440.549915639    ","453256.425998955    ","준대규모점포"
"3120000","2024312021907500001","2024-01-31","","01","영업/정상","1","정상영업","","","","","02-2006-2364","275.04","","서울특별시 서대문구 대현동 144 신촌럭키아파트 상가동 101호","서울특별시 서대문구 이화여대길 50-12, 상가동 1층 101호 (대현동, 신촌럭키아파트)","03764","GS THE FRESH 신촌이대역점","2024-04-26 14:11:56","U","2024-04-28 02:40:00.0","그 밖의 대규모점포","195332.123380254    ","450806.05844472     ","준대규모점포"
"3120000","2021312019207500005","2021-12-20","","01","영업/정상","1","정상영업","","","","","02-338-5601","357","","서울특별시 서대문구 창천동 506-20 아륭빌딩","서울특별시 서대문구 신촌로 13, 아륭빌딩 (창천동)","03785","롯데슈퍼 창천점","2025-05-14 09:10:01","U","2024-12-04 23:06:00.0","구분없음","193624.014939084","450696.745009002",""
